종목명,종목코드,짧은 요약
메리츠금융지주,138040,"메리츠금융지주는 보험과 증권, 캐피탈 등 금융 회사를 관리하는 지주회사야. 메리츠화재, 메리츠증권, 메리츠캐피탈이 주요 자회사야. 수익성 중심 경영과 리스크 관리로 안정적인 성장을 추구하고 있어. 금융 산업 전반을 아우르는 종합 금융 그룹이야."
메타랩스,90370,"메타랩스는 원래 의류 사업을 하던 회사였는데, 지금은 헬스케어 중심으로 바뀌었어. 병원 컨설팅, 건강관리 솔루션 같은 사업을 하고 있어. 여러 종속회사를 통해 온라인 패션, 코스메틱, 헬스 사업을 함께 해. 헬스케어 전문 기업으로 체질을 바꿔가고 있어."
메타케어,118000,"메타케어는 의약품과 의료기기를 공급하는 회사로, 투자와 부동산 개발도 병행하고 있어. 원래는 제약사에서 분사했지만, 지금은 헬스케어와 부동산을 동시에 영위해. 메타프라임이라는 회사를 인수해서 사업 다각화에 힘을 쏟고 있어. 헬스 중심에서 복합 사업으로 변신 중이야."
명문제약,17180,"명문제약은 고혈압, 당뇨, 치매 치료제 같은 의약품을 만드는 회사야. 국내 최초로 붙이는 멀미약 ‘키미테’를 만든 걸로 유명해. 부동산 개발과 골프장 운영 같은 서비스 사업도 자회사에서 하고 있어. 의약품 공급을 늘리기 위해 제2공장도 세웠어."
명신산업,9900,"명신산업은 자동차 외판 부품을 만드는 회사로, 전기차 부품에도 특화돼 있어. 핫스탬핑이라는 경량화 공법으로 현대기아차와 글로벌 전기차 업체에 부품을 공급해. 중국과 미국에도 생산법인이 있어서 해외 매출 비중이 커. 기술력과 공급 능력을 동시에 갖춘 부품회사야."
모나리자,12690,"모나리자는 화장지를 만드는 회사로, 친환경 종이를 개발해 ESG 경영에도 앞장서고 있어. 엠에스에스홀딩스의 계열사로 여러 관계회사와 함께 사업을 하고 있어. 자본집약적인 산업이지만 품질 개선과 비용 절감으로 경쟁력을 유지 중이야. 생필품 시장에서 안정적인 수요를 확보하고 있어."
모나미,5360,"모나미는 1967년에 시작한 문구 전문 회사로, 볼펜, 매직, 수채화 물감 등 다양한 필기구를 만들어. BP153 같은 스테디셀러 제품부터 고급 브랜드 PARKER, WATERMAN도 취급해. 잉크와 토너 같은 컴퓨터 소모품도 함께 팔고 있어. 디자인과 품질을 높여 글로벌 문구 브랜드로 자리 잡고 있어."
모나용평,70960,"모나용평은 스키장, 골프장, 워터파크 같은 종합 관광휴양시설을 운영하는 회사야. 프리미엄 콘도와 회원권 분양 사업도 함께 하고 있어. 발왕산 케이블카, 숲길, 테마파크 등 사계절 관광 콘텐츠를 개발하고 있어. 가족 단위 여행객들이 편하게 즐길 수 있는 종합 리조트야."
모토닉,9680,"모토닉은 자동차 부품을 만드는 회사로, 수소차나 하이브리드차에 들어가는 특수 부품도 만들어. 현대차, 기아차와 협력 관계를 맺고 1차 협력사로 활동 중이야. 서울 본사와 대구, 성주에 공장이 있고, 미래차 부품 개발도 활발히 하고 있어. 특허도 많이 보유한 기술 중심의 부품회사야."
무림P&P,9580,무림P&P는 나무에서 펄프를 뽑아 종이까지 만드는 국내 유일의 제지 회사야. 연간 수십만 톤의 펄프와 인쇄용지를 만들어 국내외에 공급하고 있어. 펄프-종이 일관 공장을 통해 생산 효율과 친환경성을 동시에 추구하고 있어. 온실가스 감축과 에너지 효율 향상에도 노력 중이야.
무림페이퍼,9200,"무림페이퍼는 인쇄용 백상지와 아트지를 전문으로 만드는 제지 회사야. 산업용 용지 설비를 도입하고 제품 구조를 다각화해서 경쟁력을 키우고 있어. 라벨지, 디지털용지 등 신제품도 개발하고 있어. 종이와 펄프, 금융, 도매 등 다양한 사업 부문을 가지고 있어."
무학,33920,"무학은 1929년부터 이어온 전통 있는 주류 회사로, ‘좋은데이’ 소주가 대표 제품이야. 부산, 경남, 울산 지역에서 특히 강한 브랜드 파워를 가지고 있어. 과실주와 리큐르, 컬러소주 같은 다양한 술도 함께 만들고 수출도 활발히 해. 깔끔한 맛과 젊은 감성으로 소주 시장에서 꾸준한 인기를 끌고 있어."
문배철강,8420,"문배철강은 철강 제품을 유통하고 가공해서 파는 회사로, 포스코의 지정 판매점으로 오랜 역사를 자랑해. 스켈프, 코일, 후판 같은 다양한 철강재를 생산하고 있어. 광양, 시화, 포항, 용인 등 여러 생산기지를 운영하며 전국 유통망도 갖췄어. 철강 자동화 설비를 도입해 생산성과 품질을 함께 높이고 있어."
미래산업,25560,미래산업은 반도체 검사 장비인 테스트 핸들러와 이형 부품 삽입기 등을 만드는 전문 회사야. 공장 자동화와 정밀 기술을 기반으로 국내외 반도체 제조사에 제품을 공급해. 100개 넘는 특허를 보유하고 있어 기술력이 탄탄해. 반도체 장비의 고도화된 정밀성과 신뢰성이 강점이야.
미래아이앤지,7120,"미래아이앤지는 금융 IT 솔루션을 제공하는 회사로, 주로 은행에 프로그램을 공급해. 외환거래, 이상거래 탐지, 송금 분석 같은 보안 프로그램도 개발하고 있어. 자체 프로그램 eNisis를 기반으로 블록체인과 AI 분야에도 진출 중이야. 금융과 IT를 융합한 기술 기업으로 확장하고 있어."
미래에셋글로벌리츠,396690,
미래에셋맵스리츠,357250,
미래에셋생명,85620,"미래에셋생명은 생명보험을 판매하는 회사로, 보장성 보험과 연금, 저축성 상품을 운영하고 있어. 온라인과 대리점, 방카슈랑스 채널을 통해 다양한 보험을 제공해. AI와 디지털 기술을 접목해 보험 서비스를 혁신하고 있어. 변액보험과 보장성보험을 양축으로 안정적인 성장을 추구하고 있어."
미래에셋증권,6800,"미래에셋증권은 국내외에서 활동하는 종합 금융투자 회사로, 주식, 채권, 펀드 등 다양한 금융 상품을 다뤄. 해외 11개 지역에 지사와 법인을 두고 글로벌 네트워크를 구축하고 있어. 현지화 전략과 본사 시너지를 통해 해외 비즈니스를 확장하고 있어. 투자자문, 자산운용 등 종합 금융서비스를 제공하는 대표 증권사야."
미원상사,2840,"미원상사는 옛날엔 기초 화학 재료를 만들었는데, 지금은 전자제품에 들어가는 똑똑한 재료도 만든대. 반도체나 TV 화면 같은 데 쓰이는 재료도 만들고 있어. 화장품에 들어가는 재료도 연구 중이야. 여러 분야에 쓰일 수 있는 새로운 재료를 열심히 개발하고 있어."
미원에스씨,268280,"미원에스씨는 자외선으로 굳는 코팅재료를 만드는 회사야. 잉크나 접착제 같은 데 쓰이는 고분자 소재를 전 세계에 판매하고 있어. 미국이나 유럽, 중국 등지에 공장과 연구소가 있고, 해외 사업을 키우고 있어. 기술력을 바탕으로 꾸준히 성장 중이야."
미원홀딩스,107590,"미원홀딩스는 여러 화학회사를 가진 지주회사야. 투자나 임대 같은 사업도 하고 있고, 미원 계열의 중심 역할을 해. 경영을 효율적으로 하고, 자회사를 전문화해서 경쟁력을 높이고 있어. 국내외 사업장이 다양하게 운영되고 있어."
미원화학,134380,"미원화학은 황산, 유황 같은 화학 원료를 만드는 회사야. 생활용품 원료도 만들고, 외국에서도 잘 팔리는 품질 좋은 제품을 만들고 있어. 새로운 제품을 꾸준히 개발하고, 글로벌 고객을 확보하려고 노력해. 오랜 업력을 바탕으로 인지도가 높아."
미창석유공업,3650,미창석유공업은 자동차나 산업에 쓰이는 윤활유를 만드는 회사야. 고급 제품을 중심으로 특수유도 생산하고 있어. 일본 ENEOS와 기술제휴로 기술력을 키웠어. 신제품 개발에 힘써서 경쟁력을 높이려 해.
바이오노트,377740,"바이오노트는 동물이나 사람의 질병을 빠르게 진단할 수 있는 키트를 만드는 회사야. 항원, 항체 같은 진단에 필요한 기술을 많이 갖고 있어. 다양한 진단 브랜드를 운영하고 있어. 연구개발로 많은 특허도 확보했어."
방림,3610,"방림은 면직물을 만드는 회사로, 베트남에도 자회사가 있어. 염색원단도 만들고, 국내외 의류나 침구 회사에 납품해. 친환경 소재를 개발하고 있고, 경영도 탄탄히 하고 있어. 요양원 사업도 함께 하고 있어."
PKC,1340,"PKC는 오래된 화학회사로, 무기화학제품과 특수가스 같은 걸 만들어. 식품첨가제도 취급하고, 중국을 중심으로 해외 판매도 확대하고 있어. 군산, 여수 등에서 생산하고 있어. 설비 개선으로 생산성도 높이려 해."
백산,35150,"백산은 합성피혁을 만드는 회사로, 운동화나 자동차 내부에 쓰이는 재료를 만들어. 중국, 인도네시아, 베트남에 공장이 있고, 고객 맞춤형 생산도 해. 폴리우레탄 같은 소재를 주로 다뤄. 글로벌 시장 공략에 힘쓰고 있어."
범양건영,2410,"범양건영은 건설회사지. 아파트, 건물 같은 걸 짓고 부동산 임대도 해. 자회사를 여럿 가지고 있고, 서울, 부산 등에서 재개발이나 임대주택 사업도 해. 다양한 지역에서 활발하게 수주 중이야."
벽산,7210,"벽산은 건축 자재를 만드는 회사야. 단열재, 외장재 같은 제품을 여섯 개 공장에서 만들어. 연구소와 지점도 많아서 기술 개발에 힘써. 건재, 도료, 주방기기 등 다양한 사업을 하고 있어."
보락,2760,"보락은 식품첨가물과 약품 원료를 만드는 회사야. 껌베이스, 천연 화장품 소재 같은 것도 개발해. 건강에 좋은 제품을 만들려고 노력해. 연구개발로 신제품도 계속 출시 중이야."
보령,3850,"보령은 약을 만드는 회사로, 고혈압, 당뇨 같은 만성질환 치료제가 주력 상품이야. 전문의약품과 일반의약품을 모두 만들어. 다양한 치료영역에 진출하고 있어. 안정적인 성장을 위해 제품 포트폴리오를 넓히고 있어."
보해양조,890,보해양조는 소주와 과일주 같은 술을 만드는 회사야. 전남지역 기반으로 전국에 보해복분자주나 매취순을 팔고 있어. 특색 있는 제품으로 차별화를 시도해. 해외시장도 공략 중이야.
부광약품,3000,"부광약품은 약과 건강기능식품을 만드는 회사야. 훼로바, 씬지로이드 같은 제품이 유명해. 신약 개발도 하고 있고, AI나 전자약 같은 새로운 분야도 준비 중이야. 글로벌 협력도 활발해."
부국증권,1270,부국증권은 오래된 증권회사야. 주식이나 선물 거래뿐 아니라 금융상품 판매도 해. 자회사로 자산운용사와 캐피탈사가 있어. 리스크 관리를 통해 안정적인 투자를 추구해.
부국철강,26940,"부국철강은 철강제품을 만드는 회사로, 포스코 제품을 가공해서 판다. 자동차나 건설 분야에 강판이나 파이프를 납품해. 철강산업의 기반 역할을 하고 있어. 안정적인 성장을 목표로 해."
부산산업,11390,"부산산업은 콘크리트 제품을 만드는 회사야. 레미콘, 침목 같은 걸 만들어서 건설에 공급해. 부산, 경남 지역에서 신뢰받는 회사야. 자동화 시스템도 잘 갖추고 있어."
부산주공,5030,"부산주공은 자동차 부품 소재를 만드는 회사야. 울산과 부산에 공장이 있고, 내수와 수출을 함께 해. 품질 인증도 받았고, 설비 투자로 고부가가치 제품을 늘리고 있어. 수출도 확대하고 있어."
비비안,2070,"비비안은 여성 속옷을 만드는 브랜드로 유명해. 다양한 브랜드를 가지고 있고, 마스크나 애슬레저 제품도 만들고 있어. 여성 이너웨어 분야에서 큰 회사야. 새 브랜드도 계속 내놓고 있어."
비상교육,100220,"비상교육은 초중고 교육 콘텐츠를 만드는 회사야. 출판, 온라인 학습, 티칭 등 교육 전반을 아우르는 사업을 해. AI 디지털교과서와 스마트러닝에도 힘쓰고 있어. 과천 신사옥으로 옮기며 새 출발 중이야."
비에이치,90460,"비에이치는 FPCB라는 얇은 회로 기판을 만드는 회사야. 스마트폰이나 전자제품에 들어가는 부품을 만들고, 자동차 무선충전기도 생산해. 첨단 기술을 바탕으로 기술력과 수익성을 키워가고 있어. 코스닥에서 유가증권시장으로 옮겼어."
